,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure
2033,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2034,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2035,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2036,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2037,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2038,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2039,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2040,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2041,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2042,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2043,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2044,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2045,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2046,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2047,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2048,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2049,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2050,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2051,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2052,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2053,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2054,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2055,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2056,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2057,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2058,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2059,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2060,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2061,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2062,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2063,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2064,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2065,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2066,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2067,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2068,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2069,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2070,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2071,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2072,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2073,Empty,Translucent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2074,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2075,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2076,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2077,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2078,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2079,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2080,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2081,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2082,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2083,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2084,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2085,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2086,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2087,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2088,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2089,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2090,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2091,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2092,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2093,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2094,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2095,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2096,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2097,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2098,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2099,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2100,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2101,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2102,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2103,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2104,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2105,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2106,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2107,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2108,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2109,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2110,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2111,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2112,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2113,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2114,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2115,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2116,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2117,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2118,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2119,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2120,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2121,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2122,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2123,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2124,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2125,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2126,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2127,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2128,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2129,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2130,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2131,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2132,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2133,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2134,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2135,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2136,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2137,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2138,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2139,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2140,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2141,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2142,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2143,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2144,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2145,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2146,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2147,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2148,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2149,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2150,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2151,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2152,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2153,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2154,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2155,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2156,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2157,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2158,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2159,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2160,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2161,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2162,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2163,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2164,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2165,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2166,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2167,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2168,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2169,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2170,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2171,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2172,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2173,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2174,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2175,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2176,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2177,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2178,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2179,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2180,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2181,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2182,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2183,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2184,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2185,Empty,Transparent,Open,Oval,Glass,Bottle,Snap,False,False,False,No
2186,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2187,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2188,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2189,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2190,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2191,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2192,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2193,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2194,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2195,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2196,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2197,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2198,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2199,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2200,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2201,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2202,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2203,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2204,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2205,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
2206,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2207,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Swing-top
2208,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2209,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2210,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2211,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2212,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2213,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2214,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2215,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2216,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2217,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2218,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2219,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2220,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2221,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2222,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2223,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2224,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2225,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2226,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2227,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2228,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2229,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2230,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2231,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2232,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2233,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2234,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2235,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2236,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2237,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2238,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Swing-top
2239,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Swing-top
2240,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2241,Empty,Translucent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Swing-top
2242,Empty,Translucent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Swing-top
2243,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Swing-top
2244,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2245,Empty,Translucent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2246,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2247,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2248,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2249,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2250,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2251,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2252,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2253,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2254,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2255,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2256,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2257,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2258,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2259,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2260,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2261,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2262,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2263,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2264,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2265,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2266,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2267,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,True,True,False,Snap
2268,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2269,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2270,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2271,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2272,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2273,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2274,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2275,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2276,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2277,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2278,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2279,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2280,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2281,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2282,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2283,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2284,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2285,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2286,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2287,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2288,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2289,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2290,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2291,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2292,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2293,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2294,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2295,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2296,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2297,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2298,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2299,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2300,Empty,Translucent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,True,Swing-top
2301,Empty,Translucent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Swing-top
2302,Empty,Translucent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,True,Swing-top
2303,Empty,Translucent,Closed,Conical,Glass,Bottle,Snap,False,False,True,Swing-top
2304,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2305,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2306,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2307,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2308,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2309,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2310,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2311,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2312,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2313,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2314,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2315,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2316,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2317,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2318,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2319,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2320,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2321,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2322,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2323,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2324,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2325,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2326,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2327,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2328,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2329,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2330,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2331,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2332,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2333,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2334,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2335,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2336,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2337,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2338,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2339,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2340,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2341,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2342,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2343,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2344,Empty,Transparent,Open,Conical,Glass,Bottle,Snap,False,False,False,No
2345,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2346,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2347,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2348,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2349,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2350,Empty,Transparent,Closed,Oval,Glass,Bottle,Twist,False,False,False,Screw
2351,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2352,Empty,Transparent,Open,Oval,Glass,Bottle,Snap,False,False,False,No
2353,Empty,Translucent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2354,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2355,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
