Index,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure,Affordance:Empty,Affordance:Fill,Affordance:Close,Affordance:Open,Affordance:Unscrew,Affordance:Lift,Affordance:Swing,Affordance:PullRubber,Affordance:RemoveClip,Affordance:GrabHandle,Affordance:FlipOff,Affordance:FlipLid,Affordance:Squeeze,Affordance:PressDown,Affordance:PullUp,Affordance:Corkscrew,Affordance:RemoveSeal
1413,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1414,Empty,Translucent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1415,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1416,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1417,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1418,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1419,Full,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1420,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1421,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1422,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1423,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1424,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1425,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1426,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1427,Full,Translucent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1428,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1429,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1430,Empty,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1431,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1432,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1433,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1434,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1435,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1436,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1437,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1438,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1439,Full,Opaque,Closed,Rectangular,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1440,Empty,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1441,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1442,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1443,Full,Transparent,Closed,Rectangular,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1444,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,True,No,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1445,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1446,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1447,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1448,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1449,Full,Translucent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1450,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1451,Empty,Transparent,Open,Oval,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1452,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1453,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1454,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1455,Full,Translucent,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1456,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1457,Full,Transparent,Closed,Oval,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1458,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1459,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1460,Full,Translucent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1461,Full,Opaque,Closed,Cylindrical,Metal,Jar,Snap,True,False,False,Snap,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
1462,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1463,Full,Transparent,Open,Oval,Glass,Jar,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1464,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1465,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1466,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1467,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1468,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1469,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1470,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1471,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1472,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1473,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1474,Full,Translucent,Closed,Oval,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1475,Empty,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1476,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1477,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1478,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1479,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Flip-top,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1480,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1481,Full,Translucent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1482,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1483,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1484,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1485,Full,Opaque,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1486,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1487,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1488,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1489,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1490,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1491,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1492,Empty,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1493,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1494,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1495,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1496,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1497,Full,Opaque,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1498,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1499,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1500,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1501,Full,Transparent,Open,Cylindrical,Glass,Jar,Swing-top,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1502,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1503,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1504,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Push-pull,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1505,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,True,Screw,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1506,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1507,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1508,Empty,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1509,Full,Opaque,Closed,Cylindrical,Metal,Bottle,Twist,True,False,False,Screw,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
1510,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1511,Full,Opaque,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1512,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1513,Empty,Translucent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1514,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1515,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1516,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1517,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1518,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1519,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1520,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1521,Full,Transparent,Open,Cylindrical,Glass,Bottle,Swing-top,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1522,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1523,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1524,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1525,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1526,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1527,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1528,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1529,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1530,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1531,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1532,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1533,Full,Translucent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1534,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1535,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1536,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1537,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1538,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1539,Empty,Translucent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1540,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1541,Empty,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1542,Full,Opaque,Closed,Cylindrical,Metal,Bottle,Twist,True,False,True,Handle,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False
1543,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1544,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1545,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1546,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1547,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1548,Empty,Translucent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1549,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1550,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1551,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1552,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1553,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1554,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1555,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1556,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1557,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,True,No,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1558,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1559,Empty,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1560,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1561,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1562,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1563,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1564,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1565,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1566,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1567,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1568,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1569,Full,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1570,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1571,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1572,Full,Opaque,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1573,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1574,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1575,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1576,Full,Translucent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1577,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1578,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1579,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1580,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,True,No,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1581,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1582,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1583,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1584,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1585,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1586,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1587,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1588,Full,Opaque,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
